ID,Surname,First_name,Full_name,Birth_date,Death_date,Artist_id,Biography,Image_link
1058,von Uhde,Fritz,Fritz von Uhde,1848,1911,1055,"Fritz von Uhde  was a German painter of genre and religious subjects. His style lay in-between Realism and Impressionism, he was once known as ""Germany's outstanding impressionist"" and he became one of the first painters to introduce plein-air painting in his country.",//upload.wikimedia.org/wikipedia/commons/thumb/1/19/Joseph_Mallord_William_Turner_Self_Portrait_1799.jpg/220px-Joseph_Mallord_William_Turner_Self_Portrait_1799.jpg
1059,Vaillant,Wallerant,Wallerant Vaillant,1623,1677,1056,"Wallerant Vaillant  was a painter of the Dutch Golden Age and one of the first artists to use the mezzotint technique, which he probably helped to develop.",../static/img/anonymous_artist.png
1060,Valdés Leal,Juan de,Juan de Valdés Leal,1622,1690,1057,Juan de Valdés Leal  was a Spanish painter and etcher of the Baroque era.,../static/img/anonymous_artist.png
1061,Vallayer-Coster,Anne,Anne Vallayer-Coster,1744,1818,1058,"Anne Vallayer-Coster  was an 18th-century French painter best known for still lifes. She achieved fame and recognition very early in her career, being admitted to the Académie Royale de Peinture et de Sculpture in 1770, at the age of twenty-six.",//upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Fritz_von_Uhde.jpg/220px-Fritz_von_Uhde.jpg
1062,Vanloo,Carle,Carle Vanloo,1705,1765,1059,"Carle or Charles-André van Loo ; 15 February 1705 – 15 July 1765) was a French subject painter, son of the painter Louis-Abraham van Loo, a younger brother of Jean-Baptiste van Loo and grandson of Jacob van Loo. He was the most famous member of a successful dynasty of painters of Dutch origin. His oeuvre includes every category: religion, history painting, mythology, portraiture, allegory, and genre scenes.",//upload.wikimedia.org/wikipedia/commons/thumb/7/71/Mezzotint_Wallerant_Vaillant.jpg/200px-Mezzotint_Wallerant_Vaillant.jpg
1063,Vanni,Lippo,Lippo Vanni,1341,1375,1060,Lippo Vanni was a 14th-century Italian painter and miniaturist who was active in his native Siena.,//upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Juan_de_Vald%C3%A9s_Leal_by_Manuel_Cabral_Aguado-Bejarano.png/220px-Juan_de_Vald%C3%A9s_Leal_by_Manuel_Cabral_Aguado-Bejarano.png
1064,Veerendael,Nicolaes van,Nicolaes van Veerendael,1640,1691,1061,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/f/fb/The_artist_Anne_Vallayer-Coster.jpg/220px-The_artist_Anne_Vallayer-Coster.jpg
1065,Velázquez,blank_,Velázquez,1599,1660,1062,"Diego Rodríguez de Silva y Velázquez  was a Spanish painter, the leading artist in the court of King Philip IV, and one of the most important painters of the Spanish Golden Age. He was an individualistic artist of the contemporary Baroque period. He began to paint in a precise tenebrist style,  later developing a freer manner characterized by bold brushwork. In addition to numerous renditions of scenes of historical and cultural significance, he painted scores of portraits of the Spanish royal family and commoners, culminating in his masterpiece Las Meninas .",//upload.wikimedia.org/wikipedia/commons/thumb/5/50/Carle_van_Loo_by_Louis-Michel_van_Loo.jpg/220px-Carle_van_Loo_by_Louis-Michel_van_Loo.jpg
1066,Velde,Willem van de,Willem van de Velde,1633,1707,1063,Willem van de Velde the Elder  was a Dutch Golden Age seascape painter.,//upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Biccherna_Cover._The_Tribute_Offering.Lippo_Vanni._Boston_MFA.jpg/220px-Biccherna_Cover._The_Tribute_Offering.Lippo_Vanni._Boston_MFA.jpg
1067,Vermeer,Johannes,Johannes Vermeer,1632,1675,1064,"Johannes Vermeer  US: /vərˈmɪər, vərˈmɛər/, Dutch:xa0; October 1632 – December 1675) was a Dutch Baroque Period painter who specialized in domestic interior scenes of middle class life. He was a moderately successful provincial genre painter in his lifetime but evidently was not wealthy, leaving his wife and children in debt at his death, perhaps because he produced relatively few paintings.",../static/img/anonymous_artist.png
1068,Vermeyen,Jan Cornelisz,Jan Cornelisz Vermeyen,1500,1559,1065,"Jan Cornelisz Vermeyen, or Jan Mayo, or Barbalonga  was a Dutch Northern Renaissance painter.",//upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Diego_Vel%C3%A1zquez_Autorretrato_45_x_38_cm_-_Colecci%C3%B3n_Real_Academia_de_Bellas_Artes_de_San_Carlos_-_Museo_de_Bellas_Artes_de_Valencia.jpg/220px-Diego_Vel%C3%A1zquez_Autorretrato_45_x_38_cm_-_Colecci%C3%B3n_Real_Academia_de_Bellas_Artes_de_San_Carlos_-_Museo_de_Bellas_Artes_de_Valencia.jpg
1069,Vernet,Carle,Carle Vernet,1758,1836,1066,"Antoine Charles Horace Vernet aka. Carle Vernet  was a French painter, the youngest child of Claude Joseph Vernet, and the father of Horace Vernet.",//upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Willem_van_de_Velde%2C_by_Gerard_Sibelius_after_Godfrey_Kneller-2.jpg/220px-Willem_van_de_Velde%2C_by_Gerard_Sibelius_after_Godfrey_Kneller-2.jpg
1070,Vernet,Joseph,Joseph Vernet,1714,1789,1067,"Claude-Joseph Vernet  was a  French painter.  His son, Antoine Charles Horace Vernet, was also a painter.",//upload.wikimedia.org/wikipedia/commons/thumb/4/46/Cropped_version_of_Jan_Vermeer_van_Delft_002.jpg/200px-Cropped_version_of_Jan_Vermeer_van_Delft_002.jpg
1071,Vernet,Horace,Horace Vernet,1789,1863,1068,"Émile Jean-Horace Vernet  was a French painter of battles, portraits, and Orientalist subjects.",../static/img/anonymous_artist.png
1072,Veronese,Paolo,Paolo Veronese,1528,1588,1069,"Paolo Caliari , known as Paolo Veronese ), was an Italian Renaissance painter based in Venice, known for extremely large history paintings of religion and mythology, such as The Wedding at Cana   and The Feast in the House of Levi . Included with Titian, a generation older, and Tintoretto, a decade senior, Veronese is one of the ""great trio that dominated Venetian painting of the cinquecento"" and the Late Renaissance in the 16th century. Known as a supreme colorist, and after an early period with Mannerism, Paolo Veronese developed a naturalist style of painting, influenced by Titian.",../static/img/anonymous_artist.png
1073,Verrocchio,Andrea del,Andrea del Verrocchio,1435,1488,1070," Cioni, was an Italian painter, sculptor, and goldsmith who was a master of an important workshop in Florence. He apparently became known as Verrocchio after the surname of his master, a goldsmith. Few paintings are attributed to him with certainty, but a number of important painters were trained at his workshop. His pupils included Leonardo da Vinci, Pietro Perugino and Lorenzo di Credi. His greatest importance was as a sculptor and his last work, the Equestrian statue of Bartolomeo Colleoni in Venice, is generally accepted as a masterpiece.",//upload.wikimedia.org/wikipedia/commons/thumb/3/35/%C3%89lisabeth-Louise_Vig%C3%A9e-Le_Brun_-_Joseph_Vernet_%281778%29.jpg/220px-%C3%89lisabeth-Louise_Vig%C3%A9e-Le_Brun_-_Joseph_Vernet_%281778%29.jpg
1074,Verspronck,Johannes,Johannes Verspronck,1601,1662,1071,Johannes Cornelisz. Verspronck ) was a Dutch Golden Age portrait painter from Haarlem.,//upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Emile_Jean_Horace_Vernet_002.jpg/220px-Emile_Jean_Horace_Vernet_002.jpg
1075,Vestier,Antoine,Antoine Vestier,1740,1824,1072,"Antoine Vestier  was a French miniaturist and painter of portraits, born at Avallon in Burgundy, who trained in the atelier of Jean-Baptiste Pierre. He showed his work at the Salon de la Correspondance, Paris, before being admitted  to the Académie Royale de Peinture et de Sculpture in 1785, when a portrait of the painter Gabriel François Doyen, was his morceau de réception.",//upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Paolo_Veronese%2C_avtoportret.jpg/200px-Paolo_Veronese%2C_avtoportret.jpg
1076,Vibert,Jean-Georges,Jean-Georges Vibert,1840,1902,1073,Jehan Georges Vibert or Jean Georges Vibert  was a French academic painter.,//upload.wikimedia.org/wikipedia/commons/thumb/1/19/The_Portrait_of_Verrocchio.jpg/220px-The_Portrait_of_Verrocchio.jpg
1077,Victors,Jan,Jan Victors,1619,1677,1074,"Jan Victors or Fictor  was a Dutch Golden Age painter mainly of history paintings of Biblical scenes, with some genre scenes.  He may have been a pupil of Rembrandt.  He probably died in the Dutch East Indies.",//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Mus%C3%A9e_de_Lille_J._Verspronck_Portrait....jpg/91px-Mus%C3%A9e_de_Lille_J._Verspronck_Portrait....jpg
1078,Vigée Le Brun,Élisabeth Louise,Élisabeth Louise Vigée Le Brun,1755,1842,1075,"Élisabeth Louise Vigée Le Brun , also known as Madame Lebrun or Madame Le Brun, was a prominent French portrait painter of the late 18th century.",//upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Antoine_Vestier%2C_by_Antoine_Vestier.jpg/200px-Antoine_Vestier%2C_by_Antoine_Vestier.jpg
1079,Villegas y Cordero,José,José Villegas y Cordero,1848,1921,1076,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/5/54/Jehan_George_Vibert.jpg/220px-Jehan_George_Vibert.jpg
1080,Villers,Marie Denise,Marie Denise Villers,1774,1821,1077,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/3/38/Victors_Ruth_swearing_her_allegiance_to_Naomi.jpg/220px-Victors_Ruth_swearing_her_allegiance_to_Naomi.jpg
1081,Vivarini,Antonio,Antonio Vivarini,1441,1484,1078,s son Alvise Vivarini.,//upload.wikimedia.org/wikipedia/commons/thumb/3/35/Self-portrait_in_a_Straw_Hat_by_Elisabeth-Louise_Vig%C3%A9e-Lebrun.jpg/220px-Self-portrait_in_a_Straw_Hat_by_Elisabeth-Louise_Vig%C3%A9e-Lebrun.jpg
1082,Vivarini,Bartolomeo,Bartolomeo Vivarini,1450,1491,1079,"Bartolomeo or Bartolommeo Vivarini  was an Italian Renaissance painter, known to have worked from 1450 to 1499.",../static/img/anonymous_artist.png
1083,Vlieger,Simon de,Simon de Vlieger,1600,1653,1080,"Simon de Vlieger  was a Dutch designer, draughtsman, and painter, most famous for his marine paintings.",../static/img/anonymous_artist.png
1084,Vliet,Hendrick van,Hendrick van Vliet,1611,1675,1081,Hendrick Corneliszoon van Vliet  was a Dutch Golden Age painter remembered mostly for his church interiors. ,//upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Antonio_Vivarini_1450_Saint_Louis_de_Toulouse.jpg/220px-Antonio_Vivarini_1450_Saint_Louis_de_Toulouse.jpg
1085,Vollon,Antoine,Antoine Vollon,1833,1900,1082,"Antoine Vollon  was a French realist artist, best known as a painter of still lifes, landscapes, and figures. During his lifetime, Vollon was a successful celebrity, enjoyed an excellent reputation, and was called a ""painter's painter"". In 2004, New York's then-PaceWildenstein gallery suggested that his ""place in the history of French painting has still not been properly assessed"".",//upload.wikimedia.org/wikipedia/commons/thumb/0/0d/%27Madonna_and_Child%27%2C_tempera_and_gold_on_panel_painting_by_Bartolomeo_Vivarini%2C_ca._1475.JPG/250px-%27Madonna_and_Child%27%2C_tempera_and_gold_on_panel_painting_by_Bartolomeo_Vivarini%2C_ca._1475.JPG
1086,Vos,Cornelis de,Cornelis de Vos,1584,1651,1083,"Cornelis de Vos  was a Flemish painter, draughtsman and art dealer.  He was one of the leading portrait painters in Antwerp and is best known for his sensitive portraits, in particular of children and families.  He was also successful in other genres including history, religious and genre painting.  He was a regular collaborator with Rubens.",//upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Vlieger%2C_Simon_de_-_Ship_in_Distress_off_a_Rocky_Coast_-_Google_Art_Project.jpg/220px-Vlieger%2C_Simon_de_-_Ship_in_Distress_off_a_Rocky_Coast_-_Google_Art_Project.jpg
1087,Vosmaer,Jacob,Jacob Vosmaer,1584,1641,1084,Jacob Vosmaer  was a Dutch Golden Age painter.,//upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Hendrick_Cornelisz._van_Vliet_-_Portrait_of_Michiel_van_der_Dussen_and_His_Family_-_WGA25275.jpg/220px-Hendrick_Cornelisz._van_Vliet_-_Portrait_of_Michiel_van_der_Dussen_and_His_Family_-_WGA25275.jpg
1088,Vries,Abraham de,Abraham de Vries,1585,1650,1085,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/2/21/Vollon_by_Petit.png/220px-Vollon_by_Petit.png
1090,Wahlberg,Alfred,Alfred Wahlberg,1834,1906,1087,Herman Alfred Leonard Wahlberg  was a Swedish landscape painter. ,//upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Jacob_Woutersz_Vosmaer_-_Still-Life_of_Flowers_with_a_Fritillary_in_a_Stone_Niche_-_WGA25341.jpg/220px-Jacob_Woutersz_Vosmaer_-_Still-Life_of_Flowers_with_a_Fritillary_in_a_Stone_Niche_-_WGA25341.jpg
1091,Watteau,Antoine,Antoine Watteau,1684,1721,1088,"Jean-Antoine Watteau  French:xa0; baptised October 10, 1684 – died July 18, 1721), commonly referred to as Antoine Watteau, was a French painter whose brief career spurred the revival of interest in colour and movement, as seen in the tradition of Correggio and Rubens. He revitalized the waning Baroque style, shifting it to the less severe, more naturalistic, less formally classical, Rococo. Watteau is credited with inventing the genre of fête galantes, scenes of bucolic and idyllic charm, suffused with a theatrical air. Some of his best known subjects were drawn from the world of Italian comedy and ballet.",../static/img/anonymous_artist.png
1092,Watts,Frederick Waters,Frederick Waters Watts,1800,1870,1089,"Frederick W. Watts  was an English landscape painter influenced by Constable. He has been known as ""Frederic William Watts"", ""Frederick Waters Watts"", ""William Watts"" or ""William Frederick Watts"".",//upload.wikimedia.org/wikipedia/commons/thumb/4/41/Roelof_Jansz_van_Vries_-_cottage_on_a_river_with_figures.jpg/220px-Roelof_Jansz_van_Vries_-_cottage_on_a_river_with_figures.jpg
1093,Watts,George Frederic,George Frederic Watts,1817,1904,1090,"George Frederic Watts OM RA  was a British painter and sculptor associated with the Symbolist movement. He said ""I paint ideas, not things."" Watts became famous in his lifetime for his allegorical works, such as Hope and Love and Life. These paintings were intended to form part of an epic symbolic cycle called the ""House of Life"", in which the emotions and aspirations of life would all be represented in a universal symbolic language.",//upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Herman_Alfred_Leonard_Wahlberg_-_from_Svenskt_Portr%C3%A4ttgalleri_XX.png/185px-Herman_Alfred_Leonard_Wahlberg_-_from_Svenskt_Portr%C3%A4ttgalleri_XX.png
1094,Weenix,Jan,Jan Weenix,1641,1719,1091,"Hondecoeter. Like his father, he devoted himself to a variety of subjects, but his fame is chiefly due to his paintings of dead game and of hunting scenes. Many pictures in this genre formerly ascribed to the elder Weenix are now generally considered to be the works of the son.",//upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Rosalba_Carriera_Portrait_Antoine_Watteau.jpg/220px-Rosalba_Carriera_Portrait_Antoine_Watteau.jpg
1095,Wilkie,David,David Wilkie,1785,1841,1092,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/4/44/Dedham_Vale%2C_Suffolk.jpg/300px-Dedham_Vale%2C_Suffolk.jpg
1096,Wilson,Richard,Richard Wilson,1712,1782,1093,Biography could not be found,//upload.wikimedia.org/wikipedia/en/thumb/8/81/Watts_George_Frederic.jpeg/220px-Watts_George_Frederic.jpeg
